,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,DE,2012.0000000000,Q2,2012 Q2,122433.0000000000,21472084.0000000000,1268.0000000000,122433.0000000000,12989092.0000000000,4567.0000000000,122433.0000000000,14109004.0000000000,3010.0000000000,101515.0000000000,4264422.0000000000,4709.0000000000,96806.0000000000,15006329.0000000000,5704.0000000000,0.0103566849,0.0373020346,0.0245848750,0.0463872334,0.0589219676,16933.8201892744,2844.1191153930,4687.3767441861,905.5897218093,2630.8430925666,175.3782395269,106.0914295982,115.2385713002,42.0078018027,155.0144515836,12680.0466574182,1.1208121996,0.0116078988,0.0418085754,0.0275550278,0.0519913771,0.0660404602,0.6575838466,0.3424161534,4710.6052258498,24.8000000000,27.8500000000,0.2535279757,0.4905195765,0.5094804235,0.0492935212,0.0744305430,0.8977638892,10.2550000000,#REF!,891468.2847099350,448473.3042693840,40.3802903752,43.6344840727,8.7170235015,0.0003750000,0.0399103240,Tort,Proportional Comparative Fault 51%,C,718199.5000000000,13789.2300000000,52.0840902646
Dist. of Columbia,DC,2012.0000000000,Q2,2012 Q2,49142.0000000000,7928501.0000000000,660.0000000000,49142.0000000000,6656358.0000000000,2839.0000000000,49142.0000000000,764367.0000000000,506.0000000000,40351.0000000000,2302018.0000000000,1915.0000000000,38796.0000000000,8275479.0000000000,3887.0000000000,0.0134304668,0.0577713565,0.0102966912,0.0474585512,0.1001907413,12012.8803030303,2344.6135963367,1510.6067193676,1202.0981723238,2129.0144069977,161.3385902080,135.4515078751,15.5542509462,57.0498376744,213.3075317043,8965.2842335130,1.5852203471,0.0212902493,0.0915803298,0.0163225244,0.0752322610,0.1588244017,0.9999998975,0.0000001025,47367.0879644415,30.0000000000,,0.3579028714,0.0000000000,1.0000000000,0.0017070407,0.0524596934,0.3963773193,0.0000000000,#REF!,1045042.6148780300,,92.1401060796,8.1063430226,,0.0000875000,0.0238601222,Tort,Pure Contributory Negligence,O,398217.5000000000,3417.8795000000,116.5101051690
Florida,FL,2012.0000000000,Q2,2012 Q2,1938202.0000000000,363794046.0000000000,18948.0000000000,2022959.0000000000,209061284.0000000000,75357.0000000000,2007886.0000000000,387924233.0000000000,55758.0000000000,1681899.0000000000,73236649.0000000000,89729.0000000000,1611197.0000000000,232697807.0000000000,81210.0000000000,0.0097760708,0.0372508785,0.0277695048,0.0533498147,0.0504035199,19199.6013299557,2774.2782223284,6957.2838516446,816.1982079372,2865.3836596478,187.6966621642,103.3443010956,193.2003276082,43.5440231548,144.4254222171,13795.6375322868,1.0301771811,0.0100710851,0.0383750050,0.0286075102,0.0549597617,0.0519245560,0.8022171568,0.1977828432,4522.1162873037,25.6000000000,29.1500000000,0.2598645751,0.9225723014,0.0774276986,0.0470778323,0.0853182646,0.8934113511,13.6275000000,#REF!,831890.4031257080,443003.0142118530,22.6373893350,4.8538170586,2.0076926849,0.0031900000,0.0372370901,Tort,Pure Comparative Fault,C,13889502.0000000000,269988.1450000000,51.4448588104
Georgia,GA,2012.0000000000,Q2,2012 Q2,1190190.0000000000,174381832.0000000000,13387.0000000000,1190190.0000000000,131641904.0000000000,47813.0000000000,0.0000000000,0.0000000000,0.0000000000,893007.0000000000,48602116.0000000000,40816.0000000000,850647.0000000000,139925150.0000000000,45506.0000000000,0.0112477840,0.0401725775,0.0000000000,0.0457062487,0.0534957509,13026.2069171584,2753.2659318595,0.0000000000,1190.7613680909,3074.8725442799,146.5159613171,110.6057889917,0.0000000000,54.4252351885,164.4926156208,16501.1957662227,0.8612679460,0.0096873558,0.0345993533,0.0000000000,0.0393653269,0.0460741755,0.7495794010,0.2504205990,2895.4999017487,26.5500000000,28.0500000000,0.2874381119,0.8306554848,0.1693445152,0.0424535398,0.0532503148,0.8997546520,10.0000000000,#REF!,904339.2316697470,154268.6093933090,12.7522181442,2.1621395261,1.9431302393,0.0045150000,0.0355349624,Tort,Proportional Comparative Fault 50%,N,6543612.0000000000,263577.5050000000,24.8261398483
Hawaii,HI,2012.0000000000,Q2,2012 Q2,142905.0000000000,7604660.0000000000,276.0000000000,142905.0000000000,13473790.0000000000,5230.0000000000,142905.0000000000,6943890.0000000000,2045.0000000000,108325.0000000000,2656249.0000000000,2203.0000000000,103922.0000000000,15848094.0000000000,6170.0000000000,0.0019313530,0.0365977398,0.0143102061,0.0203369490,0.0593714517,27553.1159420290,2576.2504780115,3395.5452322738,1205.7417158420,2568.5727714749,53.2147930443,94.2849445436,48.5909520311,24.5211077775,152.4998941514,11012.3278651113,1.2905492062,0.0024925061,0.0472311840,0.0184680251,0.0262458334,0.0766217798,0.8046734618,0.1953265382,2379.1209593599,25.6500000000,28.2000000000,0.3465402059,0.2907529240,0.7092470760,0.0285791221,0.0569000659,0.8092538188,0.0000000000,#REF!,1470952.9106892500,475603.1635516890,21.7607186460,4.7383786624,0.8613456802,0.0009851921,0.0467391948,Tort,Proportional Comparative Fault 51%,C,913346.5000000000,9624.9100000000,94.8940301779
Idaho,ID,2012.0000000000,Q2,2012 Q2,179820.0000000000,15472030.0000000000,1214.0000000000,179820.0000000000,10735522.0000000000,4262.0000000000,0.0000000000,0.0000000000,0.0000000000,133364.0000000000,6268220.0000000000,11408.0000000000,126211.0000000000,11881562.0000000000,4116.0000000000,0.0067511956,0.0237014793,0.0000000000,0.0855403257,0.0326120544,12744.6705107084,2518.8930079775,0.0000000000,549.4582748948,2886.6768707483,86.0417639862,59.7014903793,0.0000000000,47.0008398068,94.1404631926,14814.2487674057,0.9593433462,0.0064767146,0.0227378564,0.0000000000,0.0820625423,0.0312861574,0.4096060376,0.5903939624,1985.5108576220,19.0000000000,23.1000000000,0.2744933160,0.8449479830,0.1550520170,0.0573147892,0.0617984623,0.8754710202,5.7000000000,#REF!,566593.4964523210,109859.5349877740,28.0699271805,6.7483041459,2.4103778241,0.0083850000,0.0418658918,Tort,Proportional Comparative Fault 50%,N,1088484.5000000000,99470.0710000000,10.9428342521
Illinois,IL,2012.0000000000,Q2,2012 Q2,1482826.0000000000,165525527.0000000000,9954.0000000000,1482826.0000000000,135327605.0000000000,48471.0000000000,0.0000000000,0.0000000000,0.0000000000,1304390.0000000000,168854045.0000000000,81445.0000000000,1242909.0000000000,181667014.0000000000,64037.0000000000,0.0067128577,0.0326882588,0.0000000000,0.0624391478,0.0515218733,16629.0463130400,2791.9292979307,0.0000000000,2073.2278838480,2836.9070068866,111.6284223503,91.2633073604,0.0000000000,129.4505822645,146.1627633238,12513.0393739604,1.1357712990,0.0076242712,0.0371263861,0.0000000000,0.0709165920,0.0585170649,0.7429303118,0.2570696882,4093.4522092167,28.2500000000,25.8250000000,0.3094632458,0.7423450216,0.2576549784,0.0511610606,0.0610700127,0.8230389413,8.0350000000,#REF!,793480.6635588290,134295.6535655780,28.4388897805,6.6718721162,1.7644845220,0.0004700000,0.0349432033,Tort,Proportional Comparative Fault 51%,N,8304857.0000000000,298100.7450000000,27.8592292683
Indiana,IN,2012.0000000000,Q2,2012 Q2,562349.0000000000,48785148.0000000000,3377.0000000000,562349.0000000000,47355318.0000000000,17034.0000000000,0.0000000000,0.0000000000,0.0000000000,467917.0000000000,36266723.0000000000,22484.0000000000,446031.0000000000,57320384.0000000000,20369.0000000000,0.0060051676,0.0302907981,0.0000000000,0.0480512570,0.0456672294,14446.2978975422,2780.0468474815,0.0000000000,1613.0013787582,2814.0990721194,86.7524402106,84.2098376631,0.0000000000,77.5067437174,128.5121079028,17339.8180336908,0.8196136175,0.0049219171,0.0248267506,0.0000000000,0.0393834645,0.0374294831,0.6141222387,0.3858777613,2062.2646035104,22.0500000000,26.6000000000,0.2559288631,0.7281805463,0.2718194537,0.0418157424,0.0668604651,0.9208105103,9.6550000000,#REF!,808337.7460621630,213221.4974778990,22.0885464645,7.4163939165,0.1291052516,0.0029050000,0.0382494854,Tort,Proportional Comparative Fault 51%,N,4472000.0000000000,202790.4200000000,22.0523237735
Iowa,IA,2012.0000000000,Q2,2012 Q2,324312.0000000000,21133673.0000000000,1247.0000000000,324312.0000000000,21652701.0000000000,8099.0000000000,0.0000000000,0.0000000000,0.0000000000,264162.0000000000,22678414.0000000000,14198.0000000000,258237.0000000000,24049492.0000000000,9575.0000000000,0.0038450628,0.0249728656,0.0000000000,0.0537473217,0.0370783428,16947.6126704090,2673.5030250648,0.0000000000,1597.2963797718,2511.6962924282,65.1646346728,66.7650318212,0.0000000000,85.8504024046,93.1295360463,14259.5894770198,0.9966591961,0.0038322172,0.0248894362,0.0000000000,0.0535677625,0.0369544713,0.3965222506,0.6034777494,2136.3795879880,16.8000000000,22.0000000000,0.2798458962,0.7528485318,0.2471514682,0.0807095943,0.0748011290,0.8918949245,6.8450000000,#REF!,496030.9911334390,91040.0489344083,23.5002488556,6.4553671281,3.7194135437,0.0051550000,0.0406186417,Tort,Proportional Comparative Fault 51%,N,2204509.5000000000,234699.9205000000,9.3928855847
Kansas,KS,2012.0000000000,Q2,2012 Q2,343920.0000000000,24555840.0000000000,1190.0000000000,343920.0000000000,28343422.0000000000,9558.0000000000,343920.0000000000,9643327.0000000000,4568.0000000000,244997.0000000000,52424468.0000000000,25181.0000000000,255173.0000000000,34501496.0000000000,10984.0000000000,0.0034601070,0.0277913468,0.0132821586,0.1027808504,0.0430453065,20635.1596638655,2965.4134756225,2111.0610770578,2081.9057225686,3141.0684632192,71.3998604327,82.4128343801,28.0394481275,213.9800405719,135.2082547918,14985.3628498189,0.9483888463,0.0032815269,0.0263570034,0.0125966511,0.0974762121,0.0408236886,0.5099852431,0.4900147569,2145.1494940513,17.9500000000,21.6000000000,0.2923656868,0.8005524634,0.1994475366,0.0725645363,0.0717943925,0.9184716559,6.1475000000,#REF!,534187.3377926210,58159.1510227889,29.5241220641,5.1986751429,2.5521984098,0.0054000000,0.0392688054,No-Fault,Proportional Comparative Fault 50%,C,2021805.0000000000,286773.0190000000,7.0501925427
Kentucky,KY,2012.0000000000,Q2,2012 Q2,577425.0000000000,72332685.0000000000,3799.0000000000,577425.0000000000,49380533.0000000000,17163.0000000000,577425.0000000000,41880055.0000000000,10139.0000000000,416330.0000000000,112833599.0000000000,52088.0000000000,378883.0000000000,57270585.0000000000,17082.0000000000,0.0065792094,0.0297233407,0.0175589903,0.1251122907,0.0450851582,19039.9276125296,2877.1504398998,4130.5902949009,2166.2110082937,3352.6861608711,125.2676711261,85.5185227519,72.5289951076,271.0196214541,151.1563860083,16048.4790234810,0.8855637325,0.0058263093,0.0263219125,0.0155496050,0.1107949072,0.0399257810,0.4468046544,0.5531953456,2352.6577041750,20.2500000000,26.7500000000,0.2738592720,0.8969135069,0.1030864931,0.0278958294,0.0641066542,0.9252843509,11.5775000000,#REF!,756735.2448058650,190735.2295640380,29.7921111670,9.8076592241,1.9459722506,0.0077600000,0.0417102760,Choice No-Fault,Pure Comparative Fault,C,2972557.5000000000,165266.7485000000,17.9864221144
Louisiana,LA,2012.0000000000,Q2,2012 Q2,446045.0000000000,104005597.0000000000,7100.0000000000,446045.0000000000,60214638.0000000000,17225.0000000000,0.0000000000,0.0000000000,0.0000000000,349671.0000000000,30849216.0000000000,31464.0000000000,339593.0000000000,75936197.0000000000,22589.0000000000,0.0159176765,0.0386171799,0.0000000000,0.0899817257,0.0665178611,14648.6756338028,3495.7699854862,0.0000000000,980.4607170099,3361.6449156669,233.1728794180,134.9967783520,0.0000000000,88.2235472773,223.6094295230,14552.4852125717,0.9765995826,0.0155451962,0.0377135218,0.0000000000,0.0878761157,0.0649613154,0.5730866253,0.4269133747,3853.0525878094,22.7500000000,30.9250000000,0.2465298199,0.4962559190,0.5037440810,0.0451425060,0.0718299147,0.9231489975,14.0750000000,#REF!,699551.5657930390,218242.0494479540,32.1433081990,3.4999554905,2.1044561900,0.0018450000,0.0366510787,Tort,Pure Comparative Fault,N,3209113.5000000000,130134.2610000000,24.6600201618
Maine,ME,2012.0000000000,Q2,2012 Q2,116182.0000000000,9314624.0000000000,496.0000000000,116182.0000000000,7341760.0000000000,3048.0000000000,0.0000000000,0.0000000000,0.0000000000,93652.0000000000,3133786.0000000000,4176.0000000000,86101.0000000000,8815511.0000000000,3626.0000000000,0.0042691639,0.0262347007,0.0000000000,0.0445906121,0.0421133320,18779.4838709677,2408.7139107612,0.0000000000,750.4276819923,2431.1944291230,80.1726945654,63.1918885886,0.0000000000,33.4620296417,102.3856981917,14061.7767606903,1.0106796052,0.0043147569,0.0265148770,0.0000000000,0.0450668222,0.0425630858,0.2697582308,0.7302417692,2883.6704845951,19.7000000000,25.8500000000,0.2348548763,0.8313407763,0.1686592237,0.0386322911,0.0805233556,0.8830999809,12.2925000000,#REF!,598443.8760031660,255810.7430260880,28.0147239895,14.8767340368,1.8085581991,0.0057550000,0.0439615959,Tort,Proportional Comparative Fault 50%,N,1011508.0000000000,46932.5650000000,21.5523698737
Maryland,MD,2012.0000000000,Q2,2012 Q2,745122.0000000000,119026107.0000000000,9948.0000000000,745122.0000000000,97275084.0000000000,35123.0000000000,745122.0000000000,36152290.0000000000,19729.0000000000,624127.0000000000,32168789.0000000000,34609.0000000000,592899.0000000000,114659788.0000000000,44186.0000000000,0.0133508338,0.0471372473,0.0264775433,0.0554518552,0.0745253407,11964.8278045838,2769.5551063406,1832.4441177961,929.4920107486,2594.9347757208,159.7404277420,130.5492040230,48.5186184276,51.5420563443,193.3883983613,14172.5121452478,1.0027827698,0.0133879861,0.0472684194,0.0265512242,0.0556061649,0.0747327276,0.7963723617,0.2036276383,2850.1021008702,31.8500000000,33.3000000000,0.3137626574,0.7822477406,0.2177522594,0.0311140194,0.0573361981,0.8329570413,11.6525000000,#REF!,1096524.7916231700,384212.1120459170,23.1371321888,8.1130385859,2.4271309984,0.0043000000,0.0331919378,Tort,Pure Contributory Negligence,C,4090742.2500000000,70947.8485000000,57.6584397764
Massachusetts,MA,2012.0000000000,Q2,2012 Q2,206265.0000000000,25652410.0000000000,2796.0000000000,206265.0000000000,28175720.0000000000,10694.0000000000,206265.0000000000,6078920.0000000000,5772.0000000000,180788.0000000000,11323394.0000000000,17101.0000000000,170264.0000000000,37829265.0000000000,15060.0000000000,0.0135553778,0.0518459264,0.0279834194,0.0945914552,0.0884508763,9174.6816881259,2634.7222741724,1053.1739431739,662.1480615169,2511.9033864542,124.3662763920,136.5996169976,29.4714081400,62.6335486869,222.1800556782,11758.0346959138,1.2087012287,0.0163844018,0.0626662349,0.0338235934,0.1143328081,0.1069106829,0.9336682573,0.0663317427,4262.8738631528,28.0000000000,29.8500000000,0.3126337353,0.8213195998,0.1786804002,0.0351905889,0.0693983919,0.8005540630,13.1100000000,#REF!,837990.3887753670,257714.2127143270,24.3101832588,5.1751485376,3.6706262189,0.0019550000,0.0323284299,No-Fault,Proportional Comparative Fault 51%,C,4708629.4848484800,76724.6925000000,61.3704575597
Michigan,MI,2012.0000000000,Q2,2012 Q2,943244.0000000000,49640088.0000000000,1154.0000000000,943244.0000000000,7326495.0000000000,4443.0000000000,943244.0000000000,326330227.0000000000,11010.0000000000,824397.0000000000,59381762.0000000000,62741.0000000000,727121.0000000000,152550628.0000000000,52276.0000000000,0.0012234374,0.0047103401,0.0116724835,0.0761053230,0.0718944990,43015.6741767764,1648.9972991222,29639.4393278837,946.4586474554,2918.1771367358,52.6269851703,7.7673380377,345.9658656721,72.0305411107,209.8008832093,13446.5309706762,1.0569232329,0.0012930794,0.0049784678,0.0123369190,0.0804374841,0.0759869663,0.6899819305,0.3100180695,2481.3304578050,23.0500000000,26.7500000000,0.2682862335,0.6971658289,0.3028341711,0.0585846916,0.0708973841,0.9159006000,8.0775000000,#REF!,801573.2723292040,167199.9340309100,22.3305849386,3.0112613432,2.3589985940,0.0041650000,0.0369700828,No-Fault,Proportional Comparative Fault 51%,C,7039111.0000000000,256694.0385000000,27.4221833944
Minnesota,MN,2012.0000000000,Q2,2012 Q2,671601.0000000000,37958397.0000000000,1616.0000000000,671601.0000000000,42180583.0000000000,16164.0000000000,671601.0000000000,53959913.0000000000,7643.0000000000,579904.0000000000,57134704.0000000000,54754.0000000000,539537.0000000000,46674762.0000000000,19579.0000000000,0.0024061906,0.0240678617,0.0113802689,0.0944190763,0.0362885215,23489.1070544554,2609.5386661717,7060.0435692791,1043.4800014611,2383.9196077430,56.5192681369,62.8060157742,80.3451945426,98.5244178347,86.5089178314,17150.6765412910,0.8286524995,0.0019938958,0.0199438938,0.0094302883,0.0782406035,0.0300705740,0.5780832446,0.4219167554,3163.1205721910,22.1000000000,25.1000000000,0.3095909241,0.6536357462,0.3463642538,0.0501169473,0.0792508561,0.8700722347,6.7150000000,#REF!,716747.7482535920,100576.3131467300,19.2708289476,7.7821407125,2.4829841331,0.0070650000,0.0354683869,No-Fault,Proportional Comparative Fault 51%,C,3313949.5000000000,285028.6570000000,11.6267239052
Mississippi,MS,2012.0000000000,Q2,2012 Q2,247907.0000000000,28884346.0000000000,1869.0000000000,247907.0000000000,21419248.0000000000,7223.0000000000,0.0000000000,0.0000000000,0.0000000000,188745.0000000000,13732024.0000000000,14222.0000000000,183020.0000000000,31773405.0000000000,9971.0000000000,0.0075391175,0.0291359260,0.0000000000,0.0753503404,0.0544803847,15454.4387372927,2965.4226775578,0.0000000000,965.5480241879,3186.5815866011,116.5128294078,86.4003356097,0.0000000000,72.7543723013,173.6061905803,19956.9406724449,0.7121307428,0.0053688373,0.0207485886,0.0000000000,0.0536592939,0.0387971568,0.4218343324,0.5781656676,2362.7557656024,19.9500000000,27.6500000000,0.2340095696,0.7694328660,0.2305671340,0.0596613701,0.0661007144,0.9427850454,13.4975000000,#REF!,677111.6038134530,168552.2470191070,23.0603369359,2.5216181010,0.9058006891,0.0055300000,0.0420878754,Tort,Pure Comparative Fault,N,1942291.5000000000,156724.7405000000,12.3930114276
Missouri,MO,2012.0000000000,Q2,2012 Q2,637864.0000000000,67939335.0000000000,4570.0000000000,637864.0000000000,54335356.0000000000,19561.0000000000,0.0000000000,0.0000000000,0.0000000000,499565.0000000000,173540229.0000000000,65293.0000000000,500156.0000000000,66259548.0000000000,21953.0000000000,0.0071645366,0.0306664116,0.0000000000,0.1306997087,0.0438923056,14866.3752735230,2777.7391748888,0.0000000000,2657.8688220789,3018.2457067371,106.5106903666,85.1832929904,0.0000000000,347.3826809324,132.4777629380,16028.6187826265,0.8866609892,0.0063525151,0.0271907109,0.0000000000,0.1158863330,0.0389175951,0.5770654820,0.4229345180,3184.8406689883,21.7000000000,26.4000000000,0.2745689884,0.8898779517,0.1101220483,0.0494288725,0.0679888469,0.9107348578,8.8050000000,#REF!,743715.9357099870,131655.2601340220,20.6433460337,7.1913920514,3.8904752068,0.0065700000,0.0377595018,Tort,Pure Comparative Fault,N,4282762.5000000000,273217.4300000000,15.6752901892
